displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
ראשון לציון על חגיגה,1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__text_files.zip,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionchagigah/rishonletzionchagigah__ocr_data_html_files.zip,rishonletzionchagigah_EGT,Rishon Letzion (Chagigah),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Jerusalem,,rishonletzionchagigah,
ראשון לציון על מועד קטן,1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__text_files.zip,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionmoedkatan/rishonletzionmoedkatan__ocr_data_html_files.zip,rishonletzionmoedkatan_EGT,Rishon Letzion (Moed Katan),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Jerusalem,,rishonletzionmoedkatan,
ראשון לציון על שולחן ערוך,1915,רבי חיים בן עֲטַר,ירושלים,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__text_files.zip,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionshulchanaruch/rishonletzionshulchanaruch__ocr_data_html_files.zip,rishonletzionshulchanaruch_EGT,Rishon Li-Tzion on Shulchan Aruch,Rabbi Chaim Ben Attar,Commentaries on Shulchan Aruch,Jerusalem,,rishonletzionshulchanaruch,
ראשון לציון על סוכה,1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__text_files.zip,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletzionsukkah/rishonletzionsukkah__ocr_data_html_files.zip,rishonletzionsukkah_EGT,Rishon Letzion (Sukkah),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Jerusalem,,rishonletzionsukkah,
ראשון לציון על תענית,1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__text_files.zip,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__nikud_meteg_files.zip,https://files.dicta.org.il/rishonletziontaanit/rishonletziontaanit__ocr_data_html_files.zip,rishonletziontaanit_EGT,Rishon Letzion (Taanit),Rabbi Chaim Ben Attar,Acharonim on Talmud Bavli,Jerusalem,,rishonletziontaanit,
"ראשון לציון על נ""ך",1915,רבי חיים בן עֲטַר,ירושלים,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__text_files.zip,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__nikud_meteg_files.zip,https://files.dicta.org.il/rishonlitziononnach/rishonlitziononnach__ocr_data_html_files.zip,rishonlitziononnach_EGT,Rishon Li-Tzion on Nach,Rabbi Chaim Ben Attar,Bible Commentaries,Jerusalem,,rishonlitziononnach,
ריטב”א על שבת,1878,הרב יום טוב בן אברהם אשבילי,ורשה ,"מפרשי הש""ס (ראשונים)",ספריית דיקטה,https://files.dicta.org.il/ritvashabbat/ritvashabbat__text_files.zip,https://files.dicta.org.il/ritvashabbat/ritvashabbat__nikud_meteg_files.zip,https://files.dicta.org.il/ritvashabbat/ritvashabbat__ocr_data_html_files.zip,ritvashabbat,Ritva (Shabbat),Yom Tov ben Abraham of Seville,Rishonim on Talmud Bavli,Warsaw,,ritvashabbat,
הרוקח,1880,רבי אלעזר מגרמייזא,ווארשא,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/rokeach/rokeach__text_files.zip,https://files.dicta.org.il/rokeach/rokeach__nikud_meteg_files.zip,https://files.dicta.org.il/rokeach/rokeach__ocr_data_html_files.zip,rokeach_EGT,Rokeach,Elazar MiGarmiza,Halachah and Minhagim,Warsaw,,rokeach,
ראש יוסף על ביצה,1883,רבי יוסף בר מאיר תאומים,לעמבערג,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__text_files.zip,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefbeitzah/roshyosefbeitzah__ocr_data_html_files.zip,roshyosefbeitzah_EGT,Rosh Yosef (Beitzah),Joseph ben Meir Teomim ,Acharonim on Talmud Bavli,Lamberg,,roshyosefbeitzah,
ראש יוסף על  ברכות,1863,רבי יוסף בר מאיר תאומים,לעמבערג,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/roshyosefberakhot/roshyosefberakhot__text_files.zip,https://files.dicta.org.il/roshyosefberakhot/roshyosefberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefberakhot/roshyosefberakhot__ocr_data_html_files.zip,roshyosefberakhot_EGT,Rosh Yosef (Berakhot),Joseph ben Meir Teomim ,Acharonim on Talmud Bavli,Lamberg,,roshyosefberakhot,
ראש יוסף על חולין חלק א,1910,רבי יוסף בר מאיר תאומים,פיעטרקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__text_files.zip,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefchullin1/roshyosefchullin1__ocr_data_html_files.zip,roshyosefchullin1,Rosh Yosef (Chullin) part 1,Joseph ben Meir Teomim ,Acharonim on Talmud Bavli,Peterkov,,roshyosefchullin1,
ראש יוסף על חולין חלק ב,1910,רבי יוסף בר מאיר תאומים,פיעטרקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__text_files.zip,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefchullin2/roshyosefchullin2__ocr_data_html_files.zip,roshyosefchullin2,Rosh Yosef (Chullin) part 2,Joseph ben Meir Teomim ,Acharonim on Talmud Bavli,Peterkov,,roshyosefchullin2,
ראש יוסף על פסחים,1883,רבי יוסף בר מאיר תאומים,לעמבערג,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__text_files.zip,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__nikud_meteg_files.zip,https://files.dicta.org.il/roshyosefpesachim/roshyosefpesachim__ocr_data_html_files.zip,roshyosefpesachim_EGT,Rosh Yosef (Pesachim),Joseph ben Meir Teomim ,Acharonim on Talmud Bavli,Lamberg,,roshyosefpesachim,
שדה מגרש,1865,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,ספריית דיקטה,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__text_files.zip,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__nikud_meteg_files.zip,https://files.dicta.org.il/sadahmegaresh/sadahmegaresh__ocr_data_html_files.zip,sadahmegaresh,Sadah Megaresh,Abraham Hayyim ben Masoud Hai Adadi,,livorno,,sadahmegaresh,
שדי חמד אסיפת דינים אותייות א-ג,1891,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim1_3/sdeichemedasifatdinim1_3__ocr_data_html_files.zip,sdeichemedasifatdinim1_3,Sdei Chemed Asifat Dinim letters alef-gimel,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinim1_3,
שדי חמד אסיפת דינים אותיות ד-ז,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinim4_7/sdeichemedasifatdinim4_7__ocr_data_html_files.zip,sdeichemedasifatdinim4_7,Sdei Chemed Asifat Dinim letters Dalet-Zayin,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinim4_7,
שדי חמד אסיפת דינים חמץ ומצה חלק א,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah1/sdeichemedasifatdinimchametzumatzah1__ocr_data_html_files.zip,sdeichemedasifatdinimchametzumatzah1,Sdei Chemed Asifat Dinim Chametz U Matzah part 1,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimchametzumatzah1,
שדי חמד אסיפת דינים חמץ ומצה,1898,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchametzumatzah2/sdeichemedasifatdinimchametzumatzah2__ocr_data_html_files.zip,sdeichemedasifatdinimchametzumatzah2,Sdei Chemed Asifat Dinim Chametz U Matzah part 2,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimchametzumatzah2,
שדי חמד אסיפת דינים חנוכה,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchanukah/sdeichemedasifatdinimchanukah__ocr_data_html_files.zip,sdeichemedasifatdinimchanukah,Sdei Chemed Asifat Dinim Chanukah,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimchanukah,
שדי חמד אסיפת דינים חתן וכלה וחופה,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimchatanvekalavechuppah/sdeichemedasifatdinimchatanvekalavechuppah__ocr_data_html_files.zip,sdeichemedasifatdinimchatanvekalavechuppah,Sdei Chemed Asifat Dinim Chatan Vekala Vechuppah,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimchatanvekalavechuppah,
שדי חמד אסיפת דינים חול המועד,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimcholhamoed/sdeichemedasifatdinimcholhamoed__ocr_data_html_files.zip,sdeichemedasifatdinimcholhamoed,Sdei Chemed Asifat Dinim Chol Hamoed,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimcholhamoed,
שדי חמד אסיפת דינים מילה,1902,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimmilah/sdeichemedasifatdinimmilah__ocr_data_html_files.zip,sdeichemedasifatdinimmilah,Sdei Chemed Asifat Dinim Milah,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimmilah,
שדי חמד אסיפת דינים ראש השנה,1902,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimroshhashanah/sdeichemedasifatdinimroshhashanah__ocr_data_html_files.zip,sdeichemedasifatdinimroshhashanah,Sdei Chemed Asifat Dinim Rosh Hasanah,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimroshhashanah,
שדי חמד אסיפת דינים יום הכיפורים,1902,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__text_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedasifatdinimyomkippurim/sdeichemedasifatdinimyomkippurim__ocr_data_html_files.zip,sdeichemedasifatdinimyomkippurim,Sdei Chemed Asifat Dinim Yom Kippurim,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedasifatdinimyomkippurim,
שדי חמד באר בשדי חלק א,1898,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__text_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie1/sdeichemedbaerbasdie1__ocr_data_html_files.zip,sdeichemedbaerbasdie1,sdei chemed baer basdie part 1,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedbaerbasdie1,
שדי חמד באר בשדי חלק ב,1898,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__text_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedbaerbasdie2/sdeichemedbaerbasdie2__ocr_data_html_files.zip,sdeichemedbaerbasdie2,sdei chemed baer basdie part 2,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedbaerbasdie2,
שדי חמד דברי חכמים,1891,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__text_files.zip,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemeddivreichachamim/sdeichemeddivreichachamim__ocr_data_html_files.zip,sdeichemeddivreichachamim,Sdei Chemed Divrei Chachamim,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemeddivreichachamim,
"שדי חמד דברי חכמים שו""ת",1897,הרב חיים חזקיהו מדיני,פיעטרקוב ,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemeddivreichachamimresponsa/sdeichemeddivreichachamimresponsa__text_files.zip,https://files.dicta.org.il/sdeichemeddivreichachamimresponsa/sdeichemeddivreichachamimresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemeddivreichachamimresponsa/sdeichemeddivreichachamimresponsa__ocr_data_html_files.zip,sdeichemeddivreichachamimresponsa,Sdei Chemed Divrei Chachamim Responsa,rabbi Chaim Hezekiah Medini,Reference,Peterkov,,sdeichemeddivreichachamimresponsa,
שדי חמד קונטרס הכללים מערכת א,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__text_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim1version2/sdeichemedkuntreshaklalim1version2__ocr_data_html_files.zip,sdeichemedkuntreshaklalim1version2,Sdei Chemed Kuntres Haklalim marechet alef,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedkuntreshaklalim1version2,
שדי חמד קונטרס הכללים מערכת כ,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__text_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim20/sdeichemedkuntreshaklalim20__ocr_data_html_files.zip,sdeichemedkuntreshaklalim20,Sdei Chemed Kuntres Haklalim marechet kaf,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedkuntreshaklalim20,
שדי חמד קונטרס הכללים מערכת ב,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__text_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim2version2/sdeichemedkuntreshaklalim2version2__ocr_data_html_files.zip,sdeichemedkuntreshaklalim2version2,Sdei Chemed Kuntres Haklalim marechet bet,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedkuntreshaklalim2version2,
שדי חמד קונטרס הכללים מערכות ג-ה,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__text_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim3_5/sdeichemedkuntreshaklalim3_5__ocr_data_html_files.zip,sdeichemedkuntreshaklalim3_5,Sdei Chemed Kuntres Haklalim marchot gimel-he,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedkuntreshaklalim3_5,
שדי חמד קונטרס הכללים מערכות ו-י,1896,הרב חיים חזקיהו מדיני,ווארשא,כללים ומערכות בהלכה,ספריית דיקטה,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__text_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedkuntreshaklalim6_10/sdeichemedkuntreshaklalim6_10__ocr_data_html_files.zip,sdeichemedkuntreshaklalim6_10,Sdei Chemed Kuntres Haklalim marchot Vav-Yod,rabbi Chaim Hezekiah Medini,Reference,Warsaw,,sdeichemedkuntreshaklalim6_10,
